Tên Công Ty,Địa Chỉ,Thành Phố,Số Điện Thoại,Ngành,Google Maps Link,Rating Google Maps,Số Lượt Đánh Giá,Ghi Chú
ASGU,"3th Floor, Room 313, ALS Cargo Terminal, Noi Bai International Airport",HA NOI,+842433888855,"물류, 운수, 여행업",https://www.google.com/maps/search/ASGU+HA+NOI+Vietnam,,,
ASIA ADVENTURE,"Phong 509 Toa nha quoc te 17 Ngo Quyen, Hoan Kiem, Hanoi",HA NOI,,"물류, 운수, 여행업",https://www.google.com/maps/search/ASIA+ADVENTURE+HA+NOI+Vietnam,4.4,,
"ASIA BOLT VINA Co.,Ltd","FJ20, FJ21 Song Khe, Noi Hoang I.Z, Tien Phong, Yen Dung, Bac Giang",BAC GIANG,+842043661564,제조업,"https://www.google.com/maps/search/ASIA+BOLT+VINA+Co.,Ltd+BAC+GIANG+Vietnam",,,
ASIA GROUP CO.LTD,"Villa E06, The Manor, KĐT Mỹ Đình-Mễ Trì, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",HA NOI,+8419001974,"물류, 운수, 여행업",https://www.google.com/maps/search/ASIA+GROUP+CO.LTD+HA+NOI+Vietnam,4.2,,
"ASIA LCD SERVICE CO.,LTD","Xuong so 03, Lo A3, Khu cong nghiep Dinh Tram, thi tran Nenh, Viet Yen, Bac Giang",BAC GIANG,+842043858838,"전자, 전기 제조업","https://www.google.com/maps/search/ASIA+LCD+SERVICE+CO.,LTD+BAC+GIANG+Vietnam",4.6,,
ASIANA AIRLINES,"109, Daeha Business center, 360 Kim Ma, Ba Dinh, Hanoi",HA NOI,+842437228000,"물류, 운수, 여행업",https://www.google.com/maps/search/ASIANA+AIRLINES+HA+NOI+Vietnam,4.3,,
ASIARCH ARCHITECTURE & CM,"2F Block A, Phuong Dong Golf Building, Tan My, Cau Dien, Nam Tu Liem, Hanoi",HA NOI,+842434621342,건설 및 건설자재,https://www.google.com/maps/search/ASIARCH+ARCHITECTURE+&+CM+HA+NOI+Vietnam,4.4,,
ASIA-SEED VIETNAM OFFICE,"Hoang Quoc Viet, Bai Chay, Quang Ninh",QUANG NINH,,"유통, 도소매, 무역",https://www.google.com/maps/search/ASIA-SEED+VIETNAM+OFFICE+QUANG+NINH+Vietnam,4.5,,
ASM INTERNATIONAL,"F4, 319 Tower, 63 Le Van Luong, Trung Hoa, Cau Giay, Hanoi",HA NOI,+842439992220,법무.회계.투자자문,https://www.google.com/maps/search/ASM+INTERNATIONAL+HA+NOI+Vietnam,4.5,,
ASONG INVEST,"15F TOWER 2, CAPITAL PLACE, 29 LIEU GIAI STREET",HA NOI,+84967939976,"금융, 보험",https://www.google.com/maps/search/ASONG+INVEST+HA+NOI+Vietnam,4.6,,
"ASTRONET CO.,LTD","Alley 47, lane 108, Tran Phu, Mo Lao, Ha Dong, Hanoi",HA NOI,+842435406295,"전자, 전기 제조업","https://www.google.com/maps/search/ASTRONET+CO.,LTD+HA+NOI+Vietnam",4.2,,
A-SUNG INTERNATIONAL VINA,"06th Floor, 3D Building, No 3 Duy Tan, Dich Vong Hau, Cau Giay, Hanoi",HA NOI,+842432061888,"유통, 도소매, 무역",https://www.google.com/maps/search/A-SUNG+INTERNATIONAL+VINA+HA+NOI+Vietnam,4.1,,
"AT, Korea Agro-Fisheries & Food Trade Corporation","#1213, 12th Floor, Keangnam Hanoi Landmark 72 Tower, Plot E6, Pham Hung Str., Nam Tu Liem Dist., Hanoi",HA NOI,+842462822987,"대표사무소, 지사","https://www.google.com/maps/search/AT,+Korea+Agro-Fisheries+&+Food+Trade+Corporation+HA+NOI+Vietnam",4.4,,
"ATARIH PRECISION Co.,Ltd","Lot D2, Phuc Dien I.Z, Cam Phuc, Cam Giang, Hai Duong",HAI DUONG,+842203545996,제조업,"https://www.google.com/maps/search/ATARIH+PRECISION+Co.,Ltd+HAI+DUONG+Vietnam",4.6,,
ATEC SYSTEM VIET NAM COMPANY LIMITED,"5th floor, Lot CC3-1, KCN Trang Due, Dinh Vu - Cat Hai Economic Zone, Hong Phong , An Duong, Hai Phong",HAI PHONG,+842252400701,"환경, 설비, 기계",https://www.google.com/maps/search/ATEC+SYSTEM+VIET+NAM+COMPANY+LIMITED+HAI+PHONG+Vietnam,4.6,,
ATECH JSC,"Road TS9, Tien Son Industrial Zone, Tu Son City, Bac Ninh",BAC NINH,+842223734946,"전자, 전기 제조업",https://www.google.com/maps/search/ATECH+JSC+BAC+NINH+Vietnam,,,
"ATEX GD VIETNAM CO.,LTD","Thon Thuy Trang, Trung Hung, Yen My, Hung Yen",HUNG YEN,+842213580317,"전자, 전기 제조업","https://www.google.com/maps/search/ATEX+GD+VIETNAM+CO.,LTD+HUNG+YEN+Vietnam",4.4,,
ATT VIETNAM LOGISTICS,"12ndFloor, Tung Shing Square Tower, No.02, Ngo Quyen Street, Ly Thai To Ward, Hoan Kiem Dist, Ha Noi City,",HA NOI,+842432181166,"물류, 운수, 여행업",https://www.google.com/maps/search/ATT+VIETNAM+LOGISTICS+HA+NOI+Vietnam,4.3,,
ATUM VINA,"Tan Van 3, Tan Dinh, Lang Giang, Bac Gian",BAC GIANG,+842043661199,제조업,https://www.google.com/maps/search/ATUM+VINA+BAC+GIANG+Vietnam,4.0,,
AUTODI VINA COMPANY LIMITED,"Lot CN-05/3-4, South Zone A KCN Bim Son, Bac Son, Bim Son, Thanh Hoa",THANH HOA,+84237771688,제조업,https://www.google.com/maps/search/AUTODI+VINA+COMPANY+LIMITED+THANH+HOA+Vietnam,4.6,,
Autonics VNM,"Lot CN-03, KCN Dong Van IV, Dai Cuong, Kim Bang,Ha Nam",HA NAM,+842263966516,"전자, 전기 제조업",https://www.google.com/maps/search/Autonics+VNM+HA+NAM+Vietnam,4.3,,
"AZLAW CONSULTING CO.,LTD","K28 Lane 68, Trung Kinh, Yen Hoa, Cau Giay, Hanoi",HA NOI,+84987553289,법무.회계.투자자문,"https://www.google.com/maps/search/AZLAW+CONSULTING+CO.,LTD+HA+NOI+Vietnam",4.6,,
B&H VINA,"Village 10, Khanh An, Yen Khanh, Ninh Binh",PHU THO,+84355245253,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/B&H+VINA+PHU+THO+Vietnam,4.1,,
B&M INDUSTRY,"R.4405, C5, D’capitale, Tran Duy Hung, Cau Giay, Hanoi",HA NOI,,"유통, 도소매, 무역",https://www.google.com/maps/search/B&M+INDUSTRY+HA+NOI+Vietnam,4.3,,
B.S.C VINA COMPANY LIMITED.,"KCN Khac Niem, Khac Niem, Bac Ninh",BAC NINH,+842413908818,제조업,https://www.google.com/maps/search/B.S.C+VINA+COMPANY+LIMITED.+BAC+NINH+Vietnam,4.3,,
BA SOFTTECH,"12A, Area A, Land Port A10, Nam Trung Yen, Cau Giay, Hanoi",HA NOI,+842432181149,"통신, IT, SW",https://www.google.com/maps/search/BA+SOFTTECH+HA+NOI+Vietnam,4.7,,
BachLien Joint stock company (VietMRO),"No 10 Chuong Duong Do Street, Hoan Kiem District, Ha Noi City",HA NOI,+842439327905,"유통, 도소매, 무역",https://www.google.com/maps/search/BachLien+Joint+stock+company+(VietMRO)+HA+NOI+Vietnam,4.8,,
"Bae, Kim & Lee Vietnam Limited Liability Law Company","West Tower 2601, Lotte Center Hanoi, 54 Lieu Giai str, Ba Dinh district, Hanoi BRANCH: Unit 3, 37 F, Bitexco Financial Tower, 2 Hai Trieu, District 1, Ho Chi Minh City, Vietnam",HA NOI,+842432321233,법무.회계.투자자문,"https://www.google.com/maps/search/Bae,+Kim+&+Lee+Vietnam+Limited+Liability+Law+Company+HA+NOI+Vietnam",3.8,,
BAEK IL VINA COMPANY LIMITED,"Lot No. 7, KCN Phu Gia, Phu Nham, Phu Ninh, Phu Tho",PHU THO,+842102200001,제조업,https://www.google.com/maps/search/BAEK+IL+VINA+COMPANY+LIMITED+PHU+THO+Vietnam,4.3,,
Baekje Galbi,"Lô C6, C7, C16, C17 tại Five Stars Mỹ Đình, Khu đô thị Mỹ Đình 1, Nam Từ Liêm, Hà Nội",HA NOI,+84344744148,"숙박, 요식, 급식",https://www.google.com/maps/search/Baekje+Galbi+HA+NOI+Vietnam,4.6,,
BALLOONSTIX KOREA VIETNAM REPRESENTATIVE OFFICE,"#302, 22 Nguyen Khang, Yen Hoa, Cau Giay, Hanoi",HA NOI,,"유통, 도소매, 무역",https://www.google.com/maps/search/BALLOONSTIX+KOREA+VIETNAM+REPRESENTATIVE+OFFICE+HA+NOI+Vietnam,4.5,,
"Bando Vina Co., Ltd.","Lot B8, Thuy Van I.Z, Viet Tri City, Phu Tho",PHU THO,+842103920081,"전자, 전기 제조업","https://www.google.com/maps/search/Bando+Vina+Co.,+Ltd.+PHU+THO+Vietnam",4.6,,
BANG JOO ELECTRONICS VIET NAM JSC,"Ba Thien Industrial Park, Ba Hien Town, Binh Xuyen, VINH PHUC",VINH PHUC,+842113888348,"전자, 전기 제조업",https://www.google.com/maps/search/BANG+JOO+ELECTRONICS+VIET+NAM+JSC+VINH+PHUC+Vietnam,4.7,,
BANGSUN VIETNAM,"CN 14, Khai Quang Iz, Vinh Yen, VINH PHUC",VINH PHUC,+842113844020,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/BANGSUN+VIETNAM+VINH+PHUC+Vietnam,4.5,,
BANH BANH CAFE,"TT1 - 02, My Dinh - Me Tri, My Dinh 1, Nam Tu Liem, Hanoi",HA NOI,+84964449794,"숙박, 요식, 급식",https://www.google.com/maps/search/BANH+BANH+CAFE+HA+NOI+Vietnam,4.5,,
BAO NGOC AKITO INVESTMENT PRODUCTION Corp,"A Long Bld, Lot A2 CN8 CCN Tu Liem, Phuong Canh, Nam Tu Liem, Hanoi",HA NOI,+842437805022,제조업,https://www.google.com/maps/search/BAO+NGOC+AKITO+INVESTMENT+PRODUCTION+Corp+HA+NOI+Vietnam,4.6,,
"BAO SOLUTION Co.,Ltd","105 Hoa Binh, Nhi Chau, Hai Duong",HAI DUONG,+842203859118,제조업,"https://www.google.com/maps/search/BAO+SOLUTION+Co.,Ltd+HAI+DUONG+Vietnam",4.4,,
BAO SON HOSPITAL,"52 Nguyen Chi Thanh, Dong Da, Hanoi",HA NOI,+842437757099,"병원, 의약, 위생, 의료",https://www.google.com/maps/search/BAO+SON+HOSPITAL+HA+NOI+Vietnam,4.4,,
BAROM AIR CARGO,"Floor 1, Packexim 1 Building, No. 49, Alley 15, An Duong Vuong, Phu Thuong, Tay Ho, Hanoi",HA NOI,+842437824814,"물류, 운수, 여행업",https://www.google.com/maps/search/BAROM+AIR+CARGO+HA+NOI+Vietnam,4.8,,
BAROQUE VINA,"10 Floor, Ha Thang Tower, Lot A2A, TTCN and CNN IP, Dich Vong Hau, Cau Giay, Hanoi",HA NOI,+842435430525,건설 및 건설자재,https://www.google.com/maps/search/BAROQUE+VINA+HA+NOI+Vietnam,4.9,,
BAT Vietnam International Group Joint Stock Company,"Tầng 2, Tòa HH02, Eco Lakeview, 32 Đại Từ, P. Đại Kim, Q. Hoàng Mai, Hà Nội",HA NOI,+842485896999,부동산개발.임대,https://www.google.com/maps/search/BAT+Vietnam+International+Group+Joint+Stock+Company+HA+NOI+Vietnam,4.3,,
BBQ,,PHU THO,,"숙박, 요식, 급식",https://www.google.com/maps/search/BBQ+PHU+THO+Vietnam,4.9,,
BBQ VIETNAM,"10th floor, Ladeco building, 266 Doi Can, Lieu Giai, Ba Dinh, Hanoi",HA NOI,+842437875555,"숙박, 요식, 급식",https://www.google.com/maps/search/BBQ+VIETNAM+HA+NOI+Vietnam,4.4,,
BC SYSTEM,"Dong Tho I.P, Dong Tho, Yen Phong, Bac Ninh",BAC NINH,+842223883695,제조업,https://www.google.com/maps/search/BC+SYSTEM+BAC+NINH+Vietnam,,,
"BCT VINA Co.,Ltd","2501-07, 25th FL, Keangnam Hanoi Landmark Tower, Plot E6, Cau Giay, Me Tri, Tu Liem, Hanoi",HA NOI,+842462823045,"환경, 설비, 기계","https://www.google.com/maps/search/BCT+VINA+Co.,Ltd+HA+NOI+Vietnam",4.4,,
"BDO AUDIT SERVICES CO.,LTD","Floor 20 ICON 4 Bld, 243A De La Thanh, Dong Da, Hanoi",HA NOI,+842437833911,법무.회계.투자자문,"https://www.google.com/maps/search/BDO+AUDIT+SERVICES+CO.,LTD+HA+NOI+Vietnam",4.7,,
BELCAT VINA JSC,"Thon Phuc Thuong, Song Mai, Bac Giang",BAC GIANG,+84967002960,"전자, 전기 제조업",https://www.google.com/maps/search/BELCAT+VINA+JSC+BAC+GIANG+Vietnam,4.3,,
BELIEVE ZONE,"Phu Thai I.P, Kim Thanh, Hai Duong",HAI DUONG,+842203950014,제조업,https://www.google.com/maps/search/BELIEVE+ZONE+HAI+DUONG+Vietnam,4.4,,
"BENTEE CLOTHING,INC","The 5th Floor, B10 Area of Land Auction, Van Phuc, Ha Dong, Hanoi",HA NOI,+842433526443,"섬유, 의류, 봉제 제조","https://www.google.com/maps/search/BENTEE+CLOTHING,INC+HA+NOI+Vietnam",4.5,,
BEST BK(BBK),"D3 road, Lot D, Hoa Mac I.Z, Chau Giang, Duy Tien, Ha Nam",HA NAM,+842263552565,"전자, 전기 제조업",https://www.google.com/maps/search/BEST+BK(BBK)+HA+NAM+Vietnam,4.5,,
"BEST MANUFACTURING TECHNOLOGY CO.,LTD","Lot D8, Dinh Tram I.P, Viet Yen, Bac Giang",BAC GIANG,+842043661615,"전자, 전기 제조업","https://www.google.com/maps/search/BEST+MANUFACTURING+TECHNOLOGY+CO.,LTD+BAC+GIANG+Vietnam",4.3,,
BETECH E&C VINA COMPANY LIMITED,"No 15, Ly Than Tông, Vo Cuong, Bac Ninh",BAC NINH,+84975135058,건설 및 건설자재,https://www.google.com/maps/search/BETECH+E&C+VINA+COMPANY+LIMITED+BAC+NINH+Vietnam,4.2,,
BETHEL INTERNATIONAL COMPANY LIMITED,"KCN Hop Hai - Kinh Ke, Phung Nguyen, Lam Thao, Phu Tho",PHU THO,,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/BETHEL+INTERNATIONAL+COMPANY+LIMITED+PHU+THO+Vietnam,,,
BEXCO,부산광역시 해운대구 APCE로 55(우동),KOREA,+84517407483,"오락, 문화, 전시, 체육",https://www.google.com/maps/search/BEXCO+KOREA+Vietnam,,,
BGK GROUP,"Tang 5, so 148 Vu Pham Ham, Cau Giay, Hanoi",HA NOI,+842432007044,건설 및 건설자재,https://www.google.com/maps/search/BGK+GROUP+HA+NOI+Vietnam,4.0,,
"BH FLEX VINA Co.,Ltd","Khai Quang I.Z, Vinh Yen, VINH PHUC",VINH PHUC,+842113565600,제조업,"https://www.google.com/maps/search/BH+FLEX+VINA+Co.,Ltd+VINH+PHUC+Vietnam",4.5,,
BIDV,"BIDV Tower, 21F, 35 Hang Voi, Hoan Kiem, Ha Noi",HA NOI,+842422200588,"금융, 보험",https://www.google.com/maps/search/BIDV+HA+NOI+Vietnam,,,
BIDV HA NOI,"4B Le Thanh Tong, Phan Chu Trinh Ward, Hoan Kiem District, Ha Noi, Vietnam",HA NOI,+842439725577,"금융, 보험",https://www.google.com/maps/search/BIDV+HA+NOI+HA+NOI+Vietnam,4.0,,
BIG WAVE,"B4-18 Khu chức năng Thành phố Xanh Vinhomes Gardenia, P. Cầu Diễn, Q. Nam Từ Liêm, Hà Nội",HA NOI,+842463282891,법무.회계.투자자문,https://www.google.com/maps/search/BIG+WAVE+HA+NOI+Vietnam,4.5,,
BIM GROUP,"44 Yen Phu, Truc Bach, Hoan Kiem, Hanoi",HA NOI,+842473053555,부동산개발.임대,https://www.google.com/maps/search/BIM+GROUP+HA+NOI+Vietnam,4.6,,
Binh Minh Production Packaging & Trading Company Limited,"Ha Man Industrial zone, Tri Qua Ward, Thuan Thanh District, Bac Ninh Province",BAC NINH,+842223793686,제조업,https://www.google.com/maps/search/Binh+Minh+Production+Packaging+&+Trading+Company+Limited+BAC+NINH+Vietnam,3.9,,
"BION IMPORT-EXPORT ONE MEMBER CO.,LTD","No. 5 Da Man 14, Khue My, Ngu Hanh Son, Da Nang",DA NANG,+84916333608,"유통, 도소매, 무역","https://www.google.com/maps/search/BION+IMPORT-EXPORT+ONE+MEMBER+CO.,LTD+DA+NANG+Vietnam",4.5,,
"BIT E&M - HAI PHONG CO.,LTD","Xi nghiep Phu Tien, Cum 5, Dong Hoa, Kien An, Hai Phong",HAI PHONG,+842253544899,"유통, 도소매, 무역","https://www.google.com/maps/search/BIT+E&M+-+HAI+PHONG+CO.,LTD+HAI+PHONG+Vietnam",4.1,,
BIZENTRO COMPANY LIMITED,"Unit 12A, 8th floor, TNR Tower, 54A Nguyen Chi Thanh, Lang Thuong, Dong Da, Ha Noi",HA NOI,+842432010862,"통신, IT, SW",https://www.google.com/maps/search/BIZENTRO+COMPANY+LIMITED+HA+NOI+Vietnam,4.5,,
BIZLINK LAWYERS,"Unit 1502A, 15th Fl, Charm Vit Tower, 117 Tran Duy Hung, Cau Giay, Hanoi BRANCH: Unit 11.02, 11 Fl, Vietnam Business Center, 57-59 Ho Tung Mau, District No.1, HO CHI MINH",HA NOI,+842435148355,법무.회계.투자자문,https://www.google.com/maps/search/BIZLINK+LAWYERS+HA+NOI+Vietnam,3.9,,
BJ TECH VINA,"Lo D1-D2 (thue nha xuong cua Cong ty TNHH Xuan Thu), KCN Dinh Tram, Hoang Ninh, Viet Yen, Bac Giang",BAC GIANG,+84898285166,제조업,https://www.google.com/maps/search/BJ+TECH+VINA+BAC+GIANG+Vietnam,4.5,,
BJSTEEL VIETNAM,"Khu A, KCN Song Cong I.P, Mo Che, Song Cong, Thai Nguyen",THAI NGUYEN,+842083860600,건설 및 건설자재,https://www.google.com/maps/search/BJSTEEL+VIETNAM+THAI+NGUYEN+Vietnam,4.3,,
BKT Viet Nam,"26B floor, song Da Tower, pham Hung street, My Dinh 1 ward, Nam Tu Liem, Hanoi",HA NOI,+842432565185,"환경, 설비, 기계",https://www.google.com/maps/search/BKT+Viet+Nam+HA+NOI+Vietnam,4.5,,
"BKT VINA CO.,LTD","Plot 7, Khai Quang I.Z, Vinh Yen, VINH PHUC",VINH PHUC,+842113711071,제조업,"https://www.google.com/maps/search/BKT+VINA+CO.,LTD+VINH+PHUC+Vietnam",4.6,,
BLACKYAK,"6F, Star Tower, Duong Dinh Nghe, Cau Giay, Hanoi",HA NOI,+842466842513,"유통, 도소매, 무역",https://www.google.com/maps/search/BLACKYAK+HA+NOI+Vietnam,4.6,,
"BLISS TECH Co.,Ltd","662, CCN Khac Niem, Bac Ninh",BAC NINH,+842223896282,제조업,"https://www.google.com/maps/search/BLISS+TECH+Co.,Ltd+BAC+NINH+Vietnam",4.4,,
"BLUE TEC VINA CO.,LTD","C1, Lot 4, Phu Thai I.Z, Phu Thai, Kim Thanh, Hai Duong",HAI DUONG,+842203720091,제조업,"https://www.google.com/maps/search/BLUE+TEC+VINA+CO.,LTD+HAI+DUONG+Vietnam",,,
"BLUECOM VINA CO.,LTD","Lot C5-4, I.Z 1, Trang Due I.Z, An Duong, Dinh Vu Cat Hai, Hai Phong",HAI PHONG,+842258830681,"전자, 전기 제조업","https://www.google.com/maps/search/BLUECOM+VINA+CO.,LTD+HAI+PHONG+Vietnam",4.7,,
"BLUEMETALS CO.,LTD","11/254, Van Cao, Dang Giang, Ngo Quyen, Hai Phong",HAI PHONG,+842253528956,"유통, 도소매, 무역","https://www.google.com/maps/search/BLUEMETALS+CO.,LTD+HAI+PHONG+Vietnam",4.4,,
"BLUESPACE VIETNAM CO., LTD","Luu Phai, Ngu Hiep, Thanh Tri, Hanoi",HA NOI,+842462533689,건설 및 건설자재,"https://www.google.com/maps/search/BLUESPACE+VIETNAM+CO.,+LTD+HA+NOI+Vietnam",,,
BM VINA,"Pho Noi A industrial park Lac Hong commune, Van Lam District, Hung Yen Province",HUNG YEN,+842213967771,"환경, 설비, 기계",https://www.google.com/maps/search/BM+VINA+HUNG+YEN+Vietnam,4.4,,
BMK VINA COMPANY LIMITED,"Room 602, 6th floor, Honda Vinh Cat building, No 39 Ly Thai  To, Vo Cuong, Bac Ninh",BAC NINH,+84822401096,"환경, 설비, 기계",https://www.google.com/maps/search/BMK+VINA+COMPANY+LIMITED+BAC+NINH+Vietnam,4.3,,
"BMP TRADING CO., LTD","KCN Dong Van I, Dong Van, Duy Tien, Ha Nam",HA NAM,+84819738245,"전자, 전기 제조업","https://www.google.com/maps/search/BMP+TRADING+CO.,+LTD+HA+NAM+Vietnam",4.0,,
"BMS-THANH NAM Co.,Ltd","CCN Ngoc Liep, Ngoc Liep, Quoc Oai, Hanoi",HA NOI,+842433941289,건설 및 건설자재,"https://www.google.com/maps/search/BMS-THANH+NAM+Co.,Ltd+HA+NOI+Vietnam",3.9,,
BN KMH HITECH,"Lot (VI) VI-7.3- Que Vo II I.P, Ngoc Xa, Que Vo, Bac Ninh",BAC NINH,+842223903265,제조업,https://www.google.com/maps/search/BN+KMH+HITECH+BAC+NINH+Vietnam,4.6,,
BN TECH VINA,"Lo C2-1 Khe Cong Nghiep Ba Thien Ⅱ, Thien Ke Binh Xuyen, VINH PHUC",VINH PHUC,,"전자, 전기 제조업",https://www.google.com/maps/search/BN+TECH+VINA+VINH+PHUC+Vietnam,3.8,,
BNR GLOBAL,17F Charmvit Tower,HA NOI,+84944547734,"물류, 운수, 여행업",https://www.google.com/maps/search/BNR+GLOBAL+HA+NOI+Vietnam,4.5,,
"BO MINH CONSTRUCTION Co.,Ltd","6F, New Center, 27 to 41, Trung Hoa, Cau Giay, Hanoi BRANCH: (028) 6281 0013",HA NOI,+842463273232,건설 및 건설자재,"https://www.google.com/maps/search/BO+MINH+CONSTRUCTION+Co.,Ltd+HA+NOI+Vietnam",4.2,,
"BOE KOREA CO.,LTD","No 7, Villa D, The Manor, My Dinh, Tu Liem, Hanoi",HA NOI,+84963481938,"대표사무소, 지사","https://www.google.com/maps/search/BOE+KOREA+CO.,LTD+HA+NOI+Vietnam",4.1,,
"BOEUN CO.,LTD","Lot F, Tan Hong-Hoan Son IZ, Hoan Son, Tien Du, Bac Ninh",BAC NINH,+842223734224,"전자, 전기 제조업","https://www.google.com/maps/search/BOEUN+CO.,LTD+BAC+NINH+Vietnam",3.8,,
BOK EUM TARP VINA COMPANY LIMITED,"Lot 10, KCN Nam Thanh Ba , Do Son, Thanh Ba, Phu Tho",PHU THO,+84352103422,제조업,https://www.google.com/maps/search/BOK+EUM+TARP+VINA+COMPANY+LIMITED+PHU+THO+Vietnam,4.0,,
BOKUK VN,"No.3, Alley 23, 61 Tran Duy Hung, Cau Giay, Hanoi",HA NOI,+842439927379,"환경, 설비, 기계",https://www.google.com/maps/search/BOKUK+VN+HA+NOI+Vietnam,4.4,,
Boma Resort Nha Trang,"Pham Van Dong Street, Vinh Hoa Ward, Nha Trang city",KHANH HOA,+842583835555,"숙박, 요식, 급식",https://www.google.com/maps/search/Boma+Resort+Nha+Trang+KHANH+HOA+Vietnam,4.2,,
BON JUK BAC NINH COMPANY LIMITED,"No. 26, N5, Vo Cuong 4 Street, HUD Area, Vo Cuong Ward, Bac Ninh",BAC NINH,+84967328584,"숙박, 요식, 급식",https://www.google.com/maps/search/BON+JUK+BAC+NINH+COMPANY+LIMITED+BAC+NINH+Vietnam,4.2,,
BON SOLUTIONS VINA COMPANY LIMITED,"Ba Huyen, Khac Tiep, Bac Ninh",BAC NINH,+849634685760,"환경, 설비, 기계",https://www.google.com/maps/search/BON+SOLUTIONS+VINA+COMPANY+LIMITED+BAC+NINH+Vietnam,4.4,,
BONA APPAREL,"Khu Lang Dam, cum 7, 8, Phuc Tho, Hanoi",HA NOI,,"섬유, 의류, 봉제 제조",https://www.google.com/maps/search/BONA+APPAREL+HA+NOI+Vietnam,4.5,,
BONACON VINA,"QUANG MAINH, CHI DONG, ME LINH, HA NOI",HA NOI,+84349274404,제조업,https://www.google.com/maps/search/BONACON+VINA+HA+NOI+Vietnam,4.0,,
"BONG SAN P&T Co.,Ltd","No71,Ngo Quyen Rd, May Chai Ward , Hai Phong",HAI PHONG,+842258831179,제조업,"https://www.google.com/maps/search/BONG+SAN+P&T+Co.,Ltd+HAI+PHONG+Vietnam",,,
"BOO DEKO CO.,LTD","Lot 96, TT4, My Dinh Song Da Urban Zone, My Dinh 1 ward, Nam Tu Liem dist, HN BRANCH: 서울시 강남구 도산대로4길 16, Nbe 빌딩 5층",HA NOI,+842432005302,건설 및 건설자재,"https://www.google.com/maps/search/BOO+DEKO+CO.,LTD+HA+NOI+Vietnam",4.6,,
BOO YOUNG TOOL VINA,"Phong 605 So 39 Ly Thai To, Phuong Vo Cuong Thanh pho Bac Ninh",BAC NINH,,"전자, 전기 제조업",https://www.google.com/maps/search/BOO+YOUNG+TOOL+VINA+BAC+NINH+Vietnam,4.4,,
"BOO YOUNG VINA Co.,Ltd","1007, 10Fl, Charmvit Tower, 117 Tran Duy Hung, Trung Hoa, Cau Giay, Hanoi",HA NOI,+842435690953,건설 및 건설자재,"https://www.google.com/maps/search/BOO+YOUNG+VINA+Co.,Ltd+HA+NOI+Vietnam",4.6,,
Boogook Industries Vina,"Factory No. 9, compartment2, Lot CN10.1, D6 Street, Chau Son Ward, Phu Ly, Ha Nam",HA NAM,+842263966031,제조업,https://www.google.com/maps/search/Boogook+Industries+Vina+HA+NAM+Vietnam,,,
BO-ON GLOVES VIET NAM COMPANY LIMITED,"Nguyet Cu, Nong Trang, Viet Tri, Phu Tho",PHU THO,+842103789898,제조업,https://www.google.com/maps/search/BO-ON+GLOVES+VIET+NAM+COMPANY+LIMITED+PHU+THO+Vietnam,4.3,,
BORANET INC,"Villa04, Vinaconex7, 136 Ho Tung Mau, Bac Tu Liem, Hanoi",HA NOI,,"통신, IT, SW",https://www.google.com/maps/search/BORANET+INC+HA+NOI+Vietnam,3.9,,
BOSUNG ENG VIET NAM,"No.A22, 88 Lane, Trung Kinh, Yen Hoa, Cau Giay, Hanoi",HA NOI,,"유통, 도소매, 무역",https://www.google.com/maps/search/BOSUNG+ENG+VIET+NAM+HA+NOI+Vietnam,4.5,,
BOSUNG TECH VINA,"Lo U (thue nha xuong cong ty TNHH Samkwang), KCN Quang Chau, Viet Yen, Bac Giang",BAC GIANG,+84972194467,"전자, 전기 제조업",https://www.google.com/maps/search/BOSUNG+TECH+VINA+BAC+GIANG+Vietnam,4.6,,
BQ TECH VINA COMPANY LIMITED,"KCN Hap Linh, Khac Niem, Bac Ninh",BAC NINH,+842223903205,제조업,https://www.google.com/maps/search/BQ+TECH+VINA+COMPANY+LIMITED+BAC+NINH+Vietnam,4.6,,
"BRANCH OF CANA YOUNG CO.,LTD- DA NANG","Lot 2, Street 4, KCN Dien Nam - Dien Ngoc, Dien Ban, Quang Nam",QUANG NAM,+842353788778,"대표사무소, 지사","https://www.google.com/maps/search/BRANCH+OF+CANA+YOUNG+CO.,LTD-+DA+NANG+QUANG+NAM+Vietnam",4.3,,
BRANCH OF HANBIT VINA COMPANY LIMITED IN HAI PHONG,"Lot C5-3 KCN Trang Due, Hong Phong, An Duong, Hai Phong",HAI PHONG,+842226516266,"전자, 전기 제조업",https://www.google.com/maps/search/BRANCH+OF+HANBIT+VINA+COMPANY+LIMITED+IN+HAI+PHONG+HAI+PHONG+Vietnam,4.5,,
"BRANCH OF LOTTECINEMA VIETNAM CO., LTD. IN BAC NINH CITY","3rd floor, Vincom Trade Center Bac Ninh, intersection 6, Suoi Hoa, Bac Ninh",BAC NINH,+842223903536,"대표사무소, 지사","https://www.google.com/maps/search/BRANCH+OF+LOTTECINEMA+VIETNAM+CO.,+LTD.+IN+BAC+NINH+CITY+BAC+NINH+Vietnam",3.9,,
